,CAND_ID,CAND_NAME,CAND_PTY_AFFILIATION,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,ELECT_TYPE,STATE_FULL,CAND_PTY_AFFILIATION_FULL,campaign_site
2111,H6OK04114,"TAYLOR, JAMES",REP,OK,4,House,Oklahoma,Republican,http://www.taylorok.com/
2112,H8OK05109,"HORN, KENDRA",DEM,OK,5,House,Oklahoma,Democrat,http://www.kendrahornforcongress.com
2114,H0OK05197,"GREENE, DAVID",REP,OK,5,House,Oklahoma,Republican,https://www.davidgreene.me/
2115,H0OK05205,"BICE, STEPHANIE",REP,OK,5,House,Oklahoma,Republican,https://biceforcongress.com/
2116,H0OK05213,"NEESE, TERRY",REP,OK,5,House,Oklahoma,Republican,https://neeseforcongress.com/
2118,H0OK05254,"BARRESI, JANET",REP,OK,5,House,Oklahoma,Republican,https://janet2020.com/
2119,H0OK05262,"VANSANT, MERIDETH",REP,OK,5,House,Oklahoma,Republican,https://www.vansantforcongress.com/
2120,H0OK05270,"RAHIMI, MILES V",REP,OK,5,House,Oklahoma,Republican,https://milesforoklahoma.com/
2121,H0OK05288,"LANDON, SHELDON (SHELLI) ELIZABETH DR ",REP,OK,5,House,Oklahoma,Republican,http://shellilandonokcongress.com/
2124,H0OR01160,"SIEBE, AMANDA NICOLE MS",DEM,OR,1,House,Oregon,Democrat,https://siebe2020.com/
2126,H2OR01133,"BONAMICI, SUZANNE",DEM,OR,1,House,Oregon,Democrat,http://www.bonamiciforcongress.com/
2127,H2OR01190,"MORGAN, DELINDA",REP,OR,1,House,Oregon,Republican,http://www.delindamorganforcongress.org/
2128,H8OR01221,"GRIFFITH, GEORGE",REP,OR,1,House,Oregon,Republican,https://griffith2018.com/
2129,H8OR02161,"MCLEOD-SKINNER, JAMIE",DEM,OR,2,House,Oregon,Democrat,https://jamiefororegon.com/
2130,H8OR02187,"MASON, RAZ",DEM,OR,2,House,Oregon,Democrat,https://voteraz.com/
2131,H0OR02127,"BENTZ, CLIFF",REP,OR,2,House,Oregon,Republican,https://www.cliffbentz.com/
2132,H0OR02135,"ATKINSON, JASON",REP,OR,2,House,Oregon,Republican,https://www.jasonatkinsonforcongress.com/
2133,H0OR02150,"BUEHLER, KNUTE",REP,OR,2,House,Oregon,Republican,https://knutebuehler.com
2134,H0OR02168,"CRUMPACKER, JIMMY",REP,OR,2,House,Oregon,Republican,https://crumpackerforcongress.com/
2136,H0OR02226,"LIVINGSTON, JUSTIN",REP,OR,2,House,Oregon,Republican,http://livingston4congress.com/
2137,H6OR02116,"WALDEN, GREGORY P. MR.",REP,OR,2,House,Oregon,Republican,https://gregwalden.com
2138,H0OR03125,"LEE, ALBERT MR.",DEM,OR,3,House,Oregon,Democrat,https://albertlee2020.com/
2139,H0OR03158,"WILCOX, DANE",DEM,OR,3,House,Oregon,Democrat,https://wilcox2020.com/
2140,H6OR03064,"BLUMENAUER, EARL",DEM,OR,3,House,Oregon,Democrat,https://www.earlblumenauer.com/
2141,H8OR03060,"BARNETT, CHARLES",DEM,OR,3,House,Oregon,Democrat,http://4040in2020.com/
2142,H0OR03166,"HECKER, FRANK",REP,OR,3,House,Oregon,Republican,https://heckerforcongress.com/
2143,H8OR03102,"HARRISON, THOMAS",REP,OR,3,House,Oregon,Republican,https://writeinstanley29.com/
2144,H0OR04099,"CANNING, DOYLE",DEM,OR,4,House,Oregon,Democrat,https://www.canningforcongress.com
2145,H6OR04047,"DEFAZIO, PETER A",DEM,OR,4,House,Oregon,Democrat,http://www.defazioforcongress.org/
2147,H0OR04081,"ROBINSON, ART DR.",REP,OR,4,House,Oregon,Republican,https://artfororegon.com/
2148,H0OR04107,"SKARLATOS, ALEK",REP,OR,4,House,Oregon,Republican,https://www.alekfororegon.com/
2149,H6OR04203,"PERKINS, JO RAE",REP,OR,4,House,Oregon,Republican,https://www.perkinsforussenate.vote/
2151,H0OR05096,"GAMBA, MARK",DEM,OR,5,House,Oregon,Democrat,https://markgamba.com/
2152,H0OR05112,"REYNOLDS, BLAIR",DEM,OR,5,House,Oregon,Democrat,https://reynoldsfor.us
2153,H8OR05107,"SCHRADER, KURT",DEM,OR,5,House,Oregon,Democrat,http://kurtschrader.com/
2154,H0OR05088,"ROMAN, ANGELA",REP,OR,5,House,Oregon,Republican,https://angelaromanfororegon.com/
2155,H0OR05104,"COURSER, AMY RYAN",REP,OR,5,House,Oregon,Republican,https://amyfororegon.com/
2156,H8OR05198,"CALLAHAN, MARK ALLEN",REP,OR,5,House,Oregon,Republican,https://CallahanForOregon.com
2157,H8OR05206,"NATIONS, JOEY",REP,OR,5,House,Oregon,Republican,https://www.joeynations.com/
2158,H0PA01291,"REISS, JUDI MS.",DEM,PA,1,House,Pennsylvania,Democrat,https://www.judiforcongress.com/
2159,H0PA01309,"WACHSPRESS, DEBBIE",DEM,PA,1,House,Pennsylvania,Democrat,http://wachspressforcongress.com/
2160,H0PA01325,"FINELLO, CHRISTINA",DEM,PA,1,House,Pennsylvania,Democrat,https://www.finelloforcongress.com/
2161,H0PA01333,"HURWITZ, SKYLAR",DEM,PA,1,House,Pennsylvania,Democrat,https://www.skylarforcongress.com
2164,H0PA01317,"MEEHAN, ANDREW",REP,PA,1,House,Pennsylvania,Republican,https://www.meehan2020.com/
2165,H6PA08277,"FITZPATRICK, BRIAN",REP,PA,1,House,Pennsylvania,Republican,https://www.brianfitzpatrick.com/
2166,H4PA13199,"BOYLE, BRENDAN F",DEM,PA,2,House,Pennsylvania,Democrat,http://voteboyle.com/
2168,H6PA02171,"EVANS, DWIGHT",DEM,PA,3,House,Pennsylvania,Democrat,https://www.dwightevans.com/
2171,H8PA04116,"DEAN, MADELEINE",DEM,PA,4,House,Pennsylvania,Democrat,https://www.mad4pa.com
2172,H0PA04279,"BARNETTE, KATHY",REP,PA,4,House,Pennsylvania,Republican,https://kathybarnetteforcongress.com/
2175,H0PA05086,"LANNI, LOU",DEM,PA,5,House,Pennsylvania,Democrat,https://vote4lanni.com/
2178,H8PA05261,"ARATA, LARRY V MR. III",DEM,PA,5,House,Pennsylvania,Democrat,https://larrysharpe.com/
2180,H8PA07101,"MUROFF, DANIEL",DEM,PA,5,House,Pennsylvania,Democrat,https://muroffforcongress.com/
2181,H8PA07168,"CHAUNCEY, SHELLY WILSON",DEM,PA,5,House,Pennsylvania,Democrat,https://www.shellyforgeorgia.com/
2182,H8PA07200,"SCANLON, MARY GAY",DEM,PA,5,House,Pennsylvania,Democrat,https://www.scanlonforcongress.com/
2183,H0PA05094,"PRUETT, DASHA",REP,PA,5,House,Pennsylvania,Republican,https://dashaforcongress.com/
2184,H0PA05102,"JORDAN, ROBERT",REP,PA,5,House,Pennsylvania,Republican,http://robjordanforcongress.com/
2185,H8PA07135,"BILLIE, JOSEPH MICHAEL",REP,PA,5,House,Pennsylvania,Republican,http://www.joebillieforcongress.com/
2186,H8PA06087,"HOULAHAN, CHRISSY",DEM,PA,6,House,Pennsylvania,Democrat,http://www.chrissyhoulahanforcongress.com
2188,H0PA06142,"SIEDENBUEHL, THOMAS",REP,PA,6,House,Pennsylvania,Republican,https://www.tomforpa.com/
2189,H0PA06159,"STERN, EVERETT MR.",REP,PA,6,House,Pennsylvania,Republican,https://everettstern.com/
2190,H0PA06167,"EMMONS, JOHN MR.",REP,PA,6,House,Pennsylvania,Republican,https://www.emmonsforcongress.com/
2193,H0PA06175,"MCHUGH, JOHN H",IND,PA,6,House,Pennsylvania,Independent,https://johnhmchugh.com/
2194,H2PA15099,"DAUGHERTY, RICHARD D",DEM,PA,7,House,Pennsylvania,Democrat,http://daughertyforcongress.com/
2195,H8PA15187,"EDWARDS, GREG",DEM,PA,7,House,Pennsylvania,Democrat,https://edwardsforpa.com
2196,H8PA15229,"WILD, SUSAN",DEM,PA,7,House,Pennsylvania,Democrat,https://wildforcongress.com/
2199,H0PA07132,"SCHELLER, LISA",REP,PA,7,House,Pennsylvania,Republican,https://schellerforcongress.com/
2200,H4PA17141,"CONNOLLY, MATTHEW D",REP,PA,7,House,Pennsylvania,Republican,https://www.mattforpa7.com/
2201,H8PA15245,"NOTHSTEIN, MARTY MR.",REP,PA,7,House,Pennsylvania,Republican,https://www.martyforpa.com/
2203,H2PA17079,"CARTWRIGHT, MATTHEW A.",DEM,PA,8,House,Pennsylvania,Democrat,http://www.cartwrightcongress.com/
2204,H0PA08189,"HAAS, HARRY",REP,PA,8,House,Pennsylvania,Republican,https://harryhaasforcongress.com/
2205,H0PA08197,"DANIELS, TEDDY",REP,PA,8,House,Pennsylvania,Republican,https://teddydanielspa.com/
2206,H0PA08205,"GRANVILLE, EARL",REP,PA,8,House,Pennsylvania,Republican,http://www.earlforcongress.com/
2207,H0PA08213,"MARSICANO, MICHAEL",REP,PA,8,House,Pennsylvania,Republican,https://www.marsicanoforcongress.com/
2208,H0PA08221,"BOGNET, JIM",REP,PA,8,House,Pennsylvania,Republican,https://bognetforcongress.com/
2209,H0PA08239,"CAMMISA, MIKE",REP,PA,8,House,Pennsylvania,Republican,https://www.mikeforpa.com/
2212,H6PA16338,"WEGMAN, GARY",DEM,PA,9,House,Pennsylvania,Democrat,http://garywegmanforcongress.com/
2213,H8PA09081,"QUICK, LAURA",DEM,PA,9,House,Pennsylvania,Democrat,https://www.quickforcongress.com/
2214,H8PA11095,"WOLFF, DENNY",DEM,PA,9,House,Pennsylvania,Democrat,https://dennywolff.com
2217,H8PA10147,"MEUSER, DANIEL",REP,PA,9,House,Pennsylvania,Republican,https://www.meuserforcongress.com/
2219,H0PA10102,"BRIER, THOMAS F JR",DEM,PA,10,House,Pennsylvania,Democrat,https://www.brierforcongress.com/
2220,H0PA10110,"DEPASQUALE, EUGENE",DEM,PA,10,House,Pennsylvania,Democrat,https://eugeneforcongress.com/
2221,H6PA16296,"HARTMAN, CHRISTINA M",DEM,PA,10,House,Pennsylvania,Democrat,http://christinamhartman.com
2224,H8PA10204,"FEIGL-DING, ERIC",DEM,PA,10,House,Pennsylvania,Democrat,http://www.ericding4congress.com/
2226,H2PA04135,"PERRY, SCOTT",REP,PA,10,House,Pennsylvania,Republican,https://patriotsforperry.com
2227,H0PA11191,"DAIGLE, PAUL RICHARD",DEM,PA,11,House,Pennsylvania,Democrat,https://www.bobdaigleformainesenate.com/
2229,H8PA16078,"KING, JESSICA",DEM,PA,11,House,Pennsylvania,Democrat,https://jesskingforcongress.com/
2230,H6PA16320,"SMUCKER, LLOYD K.",REP,PA,11,House,Pennsylvania,Republican,http://www.electsmuckerpa.com/
2231,H8PA11111,"BEILER, CHET",REP,PA,11,House,Pennsylvania,Republican,http://www.votechet.com/
2232,H4PA12043,"MCCLELLAND, ERIN",DEM,PA,12,House,Pennsylvania,Democrat,http://www.erinforpa.com/
2233,H8PA05204,"FRIEDENBERG, MARC",DEM,PA,12,House,Pennsylvania,Democrat,https://marcforpa.com/
2236,H0PA12181,"KELLER, FRED",REP,PA,12,House,Pennsylvania,Republican,https://www.fredkellerforcongress.com/
2237,H8PA10188,"MCLINKO, DOUG",REP,PA,12,House,Pennsylvania,Republican,https://dougmclinko.com
2238,H0PA13114,"ROWLEY, TODD",DEM,PA,13,House,Pennsylvania,Democrat,https://www.toddrowleyforcongress.com/
2239,H2PA13078,"MARGOLIES-MEZVINSKY, MARJORIE",DEM,PA,13,House,Pennsylvania,Democrat,http://marjorie2014.com/
2240,H4PA13165,"ARKOOSH, VALERIE ANN",DEM,PA,13,House,Pennsylvania,Democrat,https://www.valarkoosh.com/
2245,H8PA13125,"JOYCE, JOHN",REP,PA,13,House,Pennsylvania,Republican,https://www.johnjoyceforcongress.com/
2249,H8PA18199,"RESCHENTHALER, GUY MR.",REP,PA,14,House,Pennsylvania,Republican,https://www.guyforpa.com/
2251,H8PA09065,"BOSER, SUSAN",DEM,PA,15,House,Pennsylvania,Democrat,https://www.susanboserforcongress.com/
2252,H8PA15161,"LEINER, WILLIAM JR.",DEM,PA,15,House,Pennsylvania,Democrat,http://leinerforcongress.com/
2253,H8PA05071,"THOMPSON, GLENN MR.",REP,PA,15,House,Pennsylvania,Republican,https://gtthompson.com
2254,H8PA15195,"MACKENZIE, RYAN EDWARD",REP,PA,15,House,Pennsylvania,Republican,https://ryanforpa.com/
2255,H0PA16026,"SMITH, DANIEL B MR JR",DEM,PA,16,House,Pennsylvania,Democrat,https://www.danielforpa.com/
2256,H0PA16034,"GNIBUS, KRISTY",DEM,PA,16,House,Pennsylvania,Democrat,https://www.kristyforcongress.com/
2258,H8PA03126,"RIEGER, CHRIS",DEM,PA,16,House,Pennsylvania,Democrat,http://riegerforpa.com/
2261,H8PA18181,"LAMB, CONOR",DEM,PA,17,House,Pennsylvania,Democrat,https://conorlamb.com/
2262,H0PA04220,"ROTHFUS, KEITH MR.",REP,PA,17,House,Pennsylvania,Republican,https://keithrothfus.com
2264,H0PA17107,"THOMSEN, BRIAN",REP,PA,17,House,Pennsylvania,Republican,https://thomsenforcongress.com/
2265,H0PA17115,"PARNELL, RICHARD SEAN",REP,PA,17,House,Pennsylvania,Republican,http://jeffparnell.com/
2266,H6PA17161,"GEISSINGER, GLENN A",REP,PA,17,House,Pennsylvania,Republican,http://www.geissinger4congress.com/
2267,H0PA18097,"DICKINSON, GERALD",DEM,PA,18,House,Pennsylvania,Democrat,https://www.jerrydickinson.com/
2268,H2PA14092,"BROOKS, JANIS C DR",DEM,PA,18,House,Pennsylvania,Democrat,http://www.drjcbrooks4congress.org/
2269,H4PA18131,"DOYLE, MICHAEL",DEM,PA,18,House,Pennsylvania,Democrat,http://mikedoyleforcongress.com/
2270,H8PA18272,"BROOKS, JANIS C REV DR",DEM,PA,18,House,Pennsylvania,Democrat,http://www.drjcbrooks4congress.org/
2271,H0PA18113,"NEGRON, LUKE",REP,PA,18,House,Pennsylvania,Republican,https://www.negron2020.com/
2274,H8PR00062,"PIERLUISI, PEDRO",DEM,PR,0,House,Puerto Rico,Democrat,https://www.pedropierluisi.com/
2275,H6PR00082,"GONZALEZ COLON, JENNIFFER",NPP,PR,0,House,Puerto Rico,Other,https://www.jenniffer.com/
2276,H4PR00095,"VIVONI, MIGUEL HERNANDEZ",OTH,PR,0,House,Puerto Rico,Other,https://www.miguelhernandezforcongress.org/
2278,H0RI01073,"CICILLINE, DAVID N",DEM,RI,1,House,Rhode Island,Democrat,https://www.cicilline.com/
2279,H0RI01081,"LYNCH, WILLIAM J",DEM,RI,1,House,Rhode Island,Democrat,http://www.stephenflynch.com/
2280,H8RI01092,"WYSOCKI, FREDERICK",REP,RI,1,House,Rhode Island,Republican,https://fred4house.com/
2281,H0RI02139,"LANGEVIN, JAMES R HONORABLE",DEM,RI,2,House,Rhode Island,Democrat,http://jimlangevin.com/
2282,H6RI02276,"ARCHER, STEVEN",DEM,RI,2,House,Rhode Island,Democrat,http://www.stevearcherforcongress.com/
2283,H0RI02287,"LANCIA, BOB",REP,RI,2,House,Rhode Island,Republican,https://www.boblanciaforcongress.com/
2285,H8SC01116,"CUNNINGHAM, JOE",DEM,SC,1,House,South Carolina,Democrat,https://www.joecunninghamforcongress.com/
2287,H0SC01360,"COVERT, MICHAEL",REP,SC,1,House,South Carolina,Republican,https://mikecovertforcongress.com/
2289,H0SC01394,"MACE, NANCY",REP,SC,1,House,South Carolina,Republican,https://nancymace.org/
2290,H0SC01402,"COX, CHRIS",REP,SC,1,House,South Carolina,Republican,https://www.chriscox2020.com/
2296,H0SC02061,"BOROUGHS, ADAIR FORD",DEM,SC,2,House,South Carolina,Democrat,https://www.adairforcongress.com/
2298,H8SC02106,"CARRIGAN, SEAN J MR.",DEM,SC,2,House,South Carolina,Democrat,http://www.carriganforcongress.com/
2299,H8SC02114,"ROBERTSON, ANNABELLE",DEM,SC,2,House,South Carolina,Democrat,https://annabelle2018.com
2300,H2SC02059,"WILSON, JOE THE HON.",REP,SC,2,House,South Carolina,Republican,https://joemeansjobs.com/
2302,H4SC03111,"CLEVELAND, HOSEA N",DEM,SC,3,House,South Carolina,Democrat,http://voteclevelandforcongress.com/
2303,H8SC03070,"GEREN, MARY SMITH",DEM,SC,3,House,South Carolina,Democrat,http://susanfor7thdistrict.com/
2305,H0SC04281,"NELSON, KIMBERLY",DEM,SC,4,House,South Carolina,Democrat,https://www.kimnelsonforcongress.com/
2309,H8SC04250,"TIMMONS, WILLIAM R IV",REP,SC,4,House,South Carolina,Republican,https://www.votetimmons.com/
2314,H0SC05049,"MAMMADOV, RAMIN",DEM,SC,5,House,South Carolina,Democrat,https://ramforscsenate.com/
2315,H0SC05056,"BROWN, MAURICUS",DEM,SC,5,House,South Carolina,Democrat,https://www.moeforcongress.com/
2317,H8SC05174,"PARNELL, ARCHIE",DEM,SC,5,House,South Carolina,Democrat,https://www.archieparnell4congress.com
2318,H8SC05182,"FRANK, ALEXIS",DEM,SC,5,House,South Carolina,Democrat,http://www.frank4congress.com/
2319,H8SC05141,"CONNELLY, CHAD",REP,SC,5,House,South Carolina,Republican,http://www.chadconnellyforcongress.com/
2320,H8SC05158,"NORMAN, RALPH W. JR.",REP,SC,5,House,South Carolina,Republican,https://www.electralphnorman.com/
2321,H2SC02042,"CLYBURN, JAMES E.",DEM,SC,6,House,South Carolina,Democrat,https://clyburnforcongress.com/
2325,H2SC07108,"TINUBU, GLORIA BROMELL",DEM,SC,7,House,South Carolina,Democrat,https://gloriaforussenate.com/
2326,H2SC07066,"RICE, TOM",REP,SC,7,House,South Carolina,Republican,http://www.votetomrice.com/
2327,H0SD01078,"RAVER, WHITNEY",DEM,SD,0,House,South Dakota,Democrat,https://www.whitneyraverforcongress.org/
2330,H0SD01094,"MARTY MAY, ELIZABETH",REP,SD,0,House,South Dakota,Republican,https://www.lizmayforcongress.com/
2331,H8SD01055,"JOHNSON, DUSTY",REP,SD,0,House,South Dakota,Republican,https://www.dustyjohnson.com/
2333,H2SD00068,"WIECZOREK, RONALD LEE",IND,SD,0,House,South Dakota,Independent,https://huhnkielee.blogspot.com/
2334,H8SD01105,"HENDRICKSON, GEORGE",LIB,SD,0,House,South Dakota,Libertarian,http://georgehendrickson.com
2336,H0TN01050,"SMITH, LARRY JOSEPH",DEM,TN,1,House,Tennessee,Democrat,https://www.larrysmithforcongress.com/
2337,H8TN01079,"OLSEN, MARTIN",DEM,TN,1,House,Tennessee,Democrat,http://olsenforcongress.com/
2338,H0TN01076,"CLARK, JOHN",REP,TN,1,House,Tennessee,Republican,https://www.johnclarkforcongress.com/
2339,H0TN01084,"CROWE, DEWEY RUSTY EDWARD II",REP,TN,1,House,Tennessee,Republican,https://rusty4congress.com/
2340,H0TN01100,"DARDEN, STEPHEN MATSON MR.",REP,TN,1,House,Tennessee,Republican,https://www.matsonforiowa.com/
2341,H0TN01118,"HARSHBARGER, DIANA",REP,TN,1,House,Tennessee,Republican,https://www.votediana.com/
2342,H6TN01388,"ROE, DAVID PHILLIP DR.",REP,TN,1,House,Tennessee,Republican,https://roe4congress.com
2343,H0TN02090,"BROWN, CHANCE",DEM,TN,2,House,Tennessee,Democrat,https://www.chanceforcongress.com/
2344,H8TN02176,"HOYOS, RENEE",DEM,TN,2,House,Tennessee,Democrat,https://hoyosforcongress.com/
2346,H8TN02119,"BURCHETT, TIM",REP,TN,2,House,Tennessee,Republican,https://burchettforcongress.com/
2347,H8TN02127,"MATLOCK, JAMES LLOYD",REP,TN,2,House,Tennessee,Republican,https://matlockforcongress.com
2349,H8TN02242,"HAMBLIN, HANK",REP,TN,2,House,Tennessee,Republican,https://hankhamblinforcongress.com
2350,H0TN03452,"GORMAN, MEG",DEM,TN,3,House,Tennessee,Democrat,https://www.meg2020.com/
2351,H8TN03208,"MITCHELL, DANIELLE DR.",DEM,TN,3,House,Tennessee,Democrat,https://www.mitchell4congress.com/
2352,H0TN03254,"FLEISCHMANN, CHARLES J",REP,TN,3,House,Tennessee,Republican,https://www.chuckforcongress.com/
2354,H8TN04099,"PHILLIPS, MARIAH NICOLE",DEM,TN,4,House,Tennessee,Democrat,https://www.mariah4tn.com/
2355,H8TN04107,"HALE, CHRISTOPHER JOLLY",DEM,TN,4,House,Tennessee,Democrat,http://scottdesjarlais.com/
2356,H0TN04195,"DESJARLAIS, SCOTT HON.",REP,TN,4,House,Tennessee,Republican,http://scottdesjarlais.com/
2358,H0TN06240,"TRACY, JIM",REP,TN,4,House,Tennessee,Republican,http://www.tracyfortn.com/
2359,H4TN04155,"FAPARUSI, YOMI DR. SR.",REP,TN,4,House,Tennessee,Republican,https://www.fapas4senate.com
2360,H0TN05317,"RAWLINGS, JOSHUA",DEM,TN,5,House,Tennessee,Democrat,https://www.rawlings2020.com/
2361,H0TN05333,"BAUTISTA-JONES, JUSTIN",DEM,TN,5,House,Tennessee,Democrat,https://justinjones2020.com/
2362,H0TN05382,"HAYNES, KEEDA",DEM,TN,5,House,Tennessee,Democrat,http://www.keedahaynes.com/
2363,H2TN05131,"COOPER, JAMES H.S.",DEM,TN,5,House,Tennessee,Democrat,http://www.cooperforcongress.com/
2364,H6TN05322,"SNYDER, STACY RIES",REP,TN,5,House,Tennessee,Republican,http://www.stacyforcongress.com/
2365,H0TN47012,"HUBBARD, STEVEN ERICH MR.",DEM,TN,6,House,Tennessee,Democrat,https://www.rudyforky.com
2368,H8TN06128,"BARLOW, DAWN",DEM,TN,6,House,Tennessee,Democrat,https://www.dawnbarlowforcongress.com
2371,H4TN04130,"CARR, JOE",REP,TN,6,House,Tennessee,Republican,http://carr4congress.com/
2373,H8TN06094,"ROSE, JOHN W.",REP,TN,6,House,Tennessee,Republican,https://johnrose.com/
2374,H0TN07255,"SREEPADA, KIRAN",DEM,TN,7,House,Tennessee,Democrat,https://www.kiranforcongress.com/
2375,H8TN07068,"KANEW, JUSTIN",DEM,TN,7,House,Tennessee,Democrat,http://www.kanewforcongress.com/
2377,H8TN07076,"GREEN, MARK DR.",REP,TN,7,House,Tennessee,Republican,https://www.markgreentn.com/
2378,H0TN07263,"VIEIRA, SCOTT ANTHONY MR JR",VET,TN,7,House,Tennessee,Other,http://lafata4nv-lafata.nationbuilder.com/
2379,H6TN08250,"STOTTS-PEARSON, ERIKA",DEM,TN,8,House,Tennessee,Democrat,https://erikastottspearson.com/
2382,H2TN07103,"KUSTOFF, DAVID",REP,TN,8,House,Tennessee,Republican,https://kustoffforcongress.com/
2384,H6TN08151,"KELSEY, BRIAN",REP,TN,8,House,Tennessee,Republican,http://www.votekelsey.com/
2385,H6TN08169,"FLINN, GEORGE S DR JR",REP,TN,8,House,Tennessee,Republican,https://www.realsolutionsfortn.com/
2386,H6TN08177,"LUTTRELL, MARK H JR",REP,TN,8,House,Tennessee,Republican,http://luttrellforcongress.com/
2388,H8TN07043,"LEATHERWOOD, THOMAS F III",REP,TN,8,House,Tennessee,Republican,https://votetomleatherwood.com/
2390,H6TN09068,"COHEN, STEPHEN IRA",DEM,TN,9,House,Tennessee,Democrat,http://cohenforcongress.com
2392,H8TN09114,"BERGMANN, CHARLOTTE",REP,TN,9,House,Tennessee,Republican,http://electbergmann.com/
2393,H0TX01108,"GILBERT, HANK",DEM,TX,1,House,Texas,Democrat,http://hankfortexas.com/
2394,H2TX01062,"MCKELLAR, SHIRLEY JONETTA  DR",DEM,TX,1,House,Texas,Democrat,http://www.votemckellar.com/
2395,H8TX01044,"BEAL, BRENT",DEM,TX,1,House,Texas,Democrat,http://www.beal2018.com/
2396,H4TX04039,"GOHMERT, LOUIS B. MR. JR.",REP,TX,1,House,Texas,Republican,https://gohmert.com/
2397,H6TX01246,"WINSTON, SIMON WOOD",REP,TX,1,House,Texas,Republican,https://www.bethwoodcampaign.com/
2398,H0TX02080,"CARDNELL, ELISA",DEM,TX,2,House,Texas,Democrat,https://www.elisacardnell.com/
2399,H0TX02098,"OLSEN, TRAVIS",DEM,TX,2,House,Texas,Democrat,https://olsen2020.com/
2404,H4TX02082,"MOORE, DWIGHT CLINT",REP,TX,2,House,Texas,Republican,https://www.nyanzadavismoore.com/
2406,H8TX02125,"WALKER, RICK",REP,TX,2,House,Texas,Republican,https://rickwalker.com
2407,H8TX02166,"CRENSHAW, DANIEL",REP,TX,2,House,Texas,Republican,https://crenshawforcongress.com/
2408,H8TX02182,"HAVENS, JONATHAN MR.",REP,TX,2,House,Texas,Republican,https://www.riddleforcongress.com/
2410,H8TX07082,"BALAT, DAVID",REP,TX,2,House,Texas,Republican,https://www.davidbalat.com/
2411,H8TX02232,"CUBBLER, SCOTT RALSTON MR.",IND,TX,2,House,Texas,Independent,http://voteralston.com/
2412,H0TX03096,"DO, TANNER T",DEM,TX,3,House,Texas,Democrat,https://www.tannerdo2020.com
2414,H0TX03112,"MCCAFFITY, SEAN J",DEM,TX,3,House,Texas,Democrat,https://www.seanmccaffity.com/
2415,H0TX03120,"SEIKALY, HELANE LULU SAWSAN",DEM,TX,3,House,Texas,Democrat,https://lulufortexas.com/
2416,H8TX03099,"BURCH, LORIE",DEM,TX,3,House,Texas,Democrat,https://lorieburchforcongress.com
2417,H8TX03123,"TAYLOR, NICHOLAS V.",REP,TX,3,House,Texas,Republican,https://www.vantaylor.com
