,CAND_ID,CAND_NAME,CAND_PTY_AFFILIATION,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,CAND_ICI,ELECT_TYPE,STATE_FULL,CAND_PTY_AFFILIATION_FULL,search_query,campaign_results_list
2382,H6PA16338,"WEGMAN, GARY",DEM,PA,9,Challenger,House,Pennsylvania,Democrat,"WEGMAN, GARY Democrat Pennsylvania House","WEGMAN, GARY Democrat Pennsylvania House 2021"
2383,H8PA09081,"QUICK, LAURA",DEM,PA,9,Challenger,House,Pennsylvania,Democrat,"QUICK, LAURA Democrat Pennsylvania House","QUICK, LAURA Democrat Pennsylvania House 2021"
2384,H8PA11095,"WOLFF, DENNY",DEM,PA,9,Open seat,House,Pennsylvania,Democrat,"WOLFF, DENNY Democrat Pennsylvania House","WOLFF, DENNY Democrat Pennsylvania House 2021"
2385,H8PA09032,"REED, DAVE",REP,PA,9,Open seat,House,Pennsylvania,Republican,"REED, DAVE Republican Pennsylvania House","REED, DAVE Republican Pennsylvania House 2021"
2386,H8PA09073,"HALCOVAGE, GEORGE F. JR.",REP,PA,9,Open seat,House,Pennsylvania,Republican,"HALCOVAGE, GEORGE F. JR. Republican Pennsylvania House","HALCOVAGE, GEORGE F. JR. Republican Pennsylvania House 2021"
2387,H8PA10147,"MEUSER, DANIEL",REP,PA,9,Incumbent,House,Pennsylvania,Republican,"MEUSER, DANIEL Republican Pennsylvania House","MEUSER, DANIEL Republican Pennsylvania House 2021"
2388,H8PA15237,"UEHLINGER, SCOTT",REP,PA,9,Open seat,House,Pennsylvania,Republican,"UEHLINGER, SCOTT Republican Pennsylvania House","UEHLINGER, SCOTT Republican Pennsylvania House 2021"
2389,H0PA10102,"BRIER, THOMAS F JR",DEM,PA,10,Challenger,House,Pennsylvania,Democrat,"BRIER, THOMAS F JR Democrat Pennsylvania House","BRIER, THOMAS F JR Democrat Pennsylvania House 2021"
2390,H0PA10110,"DEPASQUALE, EUGENE",DEM,PA,10,Challenger,House,Pennsylvania,Democrat,"DEPASQUALE, EUGENE Democrat Pennsylvania House","DEPASQUALE, EUGENE Democrat Pennsylvania House 2021"
2391,H6PA16296,"HARTMAN, CHRISTINA M",DEM,PA,10,Challenger,House,Pennsylvania,Democrat,"HARTMAN, CHRISTINA M Democrat Pennsylvania House","HARTMAN, CHRISTINA M Democrat Pennsylvania House 2021"
2392,H8PA04090,"SCOTT, GEORGE",DEM,PA,10,Challenger,House,Pennsylvania,Democrat,"SCOTT, GEORGE Democrat Pennsylvania House","SCOTT, GEORGE Democrat Pennsylvania House 2021"
2393,H8PA10170,"HERSCHEL, JUDITH L",DEM,PA,10,Challenger,House,Pennsylvania,Democrat,"HERSCHEL, JUDITH L Democrat Pennsylvania House","HERSCHEL, JUDITH L Democrat Pennsylvania House 2021"
2394,H8PA10204,"FEIGL-DING, ERIC",DEM,PA,10,Challenger,House,Pennsylvania,Democrat,"FEIGL-DING, ERIC Democrat Pennsylvania House","FEIGL-DING, ERIC Democrat Pennsylvania House 2021"
2395,H0PA10128,"JEFFRIES, ROBERT",REP,PA,10,Challenger,House,Pennsylvania,Republican,"JEFFRIES, ROBERT Republican Pennsylvania House","JEFFRIES, ROBERT Republican Pennsylvania House 2021"
2396,H2PA04135,"PERRY, SCOTT",REP,PA,10,Incumbent,House,Pennsylvania,Republican,"PERRY, SCOTT Republican Pennsylvania House","PERRY, SCOTT Republican Pennsylvania House 2021"
2397,H2PA10108,"ALLEN, BRIAN",REP,PA,10,,House,Pennsylvania,Republican,"ALLEN, BRIAN Republican Pennsylvania House","ALLEN, BRIAN Republican Pennsylvania House 2021"
2398,H0PA11183,"HAMMOND, SARAH",DEM,PA,11,Challenger,House,Pennsylvania,Democrat,"HAMMOND, SARAH Democrat Pennsylvania House","HAMMOND, SARAH Democrat Pennsylvania House 2021"
2399,H0PA11191,"DAIGLE, PAUL RICHARD",DEM,PA,11,Challenger,House,Pennsylvania,Democrat,"DAIGLE, PAUL RICHARD Democrat Pennsylvania House","DAIGLE, PAUL RICHARD Democrat Pennsylvania House 2021"
2400,H6PA11073,"MARSICANO, MICHAEL PAUL",DEM,PA,11,Challenger,House,Pennsylvania,Democrat,"MARSICANO, MICHAEL PAUL Democrat Pennsylvania House","MARSICANO, MICHAEL PAUL Democrat Pennsylvania House 2021"
2401,H8PA16078,"KING, JESSICA",DEM,PA,11,Open seat,House,Pennsylvania,Democrat,"KING, JESSICA Democrat Pennsylvania House","KING, JESSICA Democrat Pennsylvania House 2021"
2402,H6PA16320,"SMUCKER, LLOYD K.",REP,PA,11,Incumbent,House,Pennsylvania,Republican,"SMUCKER, LLOYD K. Republican Pennsylvania House","SMUCKER, LLOYD K. Republican Pennsylvania House 2021"
2403,H8PA11111,"BEILER, CHET",REP,PA,11,Open seat,House,Pennsylvania,Republican,"BEILER, CHET Republican Pennsylvania House","BEILER, CHET Republican Pennsylvania House 2021"
2404,H0PA12199,"GRIFFIN, LEE",DEM,PA,12,Challenger,House,Pennsylvania,Democrat,"GRIFFIN, LEE Democrat Pennsylvania House","GRIFFIN, LEE Democrat Pennsylvania House 2021"
2405,H4PA12043,"MCCLELLAND, ERIN",DEM,PA,12,Challenger,House,Pennsylvania,Democrat,"MCCLELLAND, ERIN Democrat Pennsylvania House","MCCLELLAND, ERIN Democrat Pennsylvania House 2021"
2406,H8PA05204,"FRIEDENBERG, MARC",DEM,PA,12,Open seat,House,Pennsylvania,Democrat,"FRIEDENBERG, MARC Democrat Pennsylvania House","FRIEDENBERG, MARC Democrat Pennsylvania House 2021"
2407,H0PA10078,"MARINO, THOMAS ANTHONY",REP,PA,12,Incumbent,House,Pennsylvania,Republican,"MARINO, THOMAS ANTHONY Republican Pennsylvania House","MARINO, THOMAS ANTHONY Republican Pennsylvania House 2021"
2408,H0PA12173,"WHEELAND, JEFF C.",REP,PA,12,Open seat,House,Pennsylvania,Republican,"WHEELAND, JEFF C. Republican Pennsylvania House","WHEELAND, JEFF C. Republican Pennsylvania House 2021"
2409,H0PA12181,"KELLER, FRED",REP,PA,12,Incumbent,House,Pennsylvania,Republican,"KELLER, FRED Republican Pennsylvania House","KELLER, FRED Republican Pennsylvania House 2021"
2410,H8PA10188,"MCLINKO, DOUG",REP,PA,12,Challenger,House,Pennsylvania,Republican,"MCLINKO, DOUG Republican Pennsylvania House","MCLINKO, DOUG Republican Pennsylvania House 2021"
2411,H0PA12207,"ELIZABETH, TERWILLIGER",LIB,PA,12,Challenger,House,Pennsylvania,Libertarian,"ELIZABETH, TERWILLIGER Libertarian Pennsylvania House","ELIZABETH, TERWILLIGER Libertarian Pennsylvania House 2021"
2412,H0PA13114,"ROWLEY, TODD",DEM,PA,13,Challenger,House,Pennsylvania,Democrat,"ROWLEY, TODD Democrat Pennsylvania House","ROWLEY, TODD Democrat Pennsylvania House 2021"
2413,H2PA13078,"MARGOLIES-MEZVINSKY, MARJORIE",DEM,PA,13,Open seat,House,Pennsylvania,Democrat,"MARGOLIES-MEZVINSKY, MARJORIE Democrat Pennsylvania House","MARGOLIES-MEZVINSKY, MARJORIE Democrat Pennsylvania House 2021"
2414,H4PA13165,"ARKOOSH, VALERIE ANN",DEM,PA,13,Open seat,House,Pennsylvania,Democrat,"ARKOOSH, VALERIE ANN Democrat Pennsylvania House","ARKOOSH, VALERIE ANN Democrat Pennsylvania House 2021"
2415,H8PA13133,"OTTAWAY, BRENT M",DEM,PA,13,Challenger,House,Pennsylvania,Democrat,"OTTAWAY, BRENT M Democrat Pennsylvania House","OTTAWAY, BRENT M Democrat Pennsylvania House 2021"
2416,H2PA09092,"SCHOOLEY, TRAVIS",REP,PA,13,Challenger,House,Pennsylvania,Republican,"SCHOOLEY, TRAVIS Republican Pennsylvania House","SCHOOLEY, TRAVIS Republican Pennsylvania House 2021"
2417,H4PA09056,"HALVORSON, ARTHUR L",REP,PA,13,Challenger,House,Pennsylvania,Republican,"HALVORSON, ARTHUR L Republican Pennsylvania House","HALVORSON, ARTHUR L Republican Pennsylvania House 2021"
2418,H8PA09024,"EICHELBERGER, JOHN H. JR.",REP,PA,13,Challenger,House,Pennsylvania,Republican,"EICHELBERGER, JOHN H. JR. Republican Pennsylvania House","EICHELBERGER, JOHN H. JR. Republican Pennsylvania House 2021"
2419,H8PA13125,"JOYCE, JOHN",REP,PA,13,Incumbent,House,Pennsylvania,Republican,"JOYCE, JOHN Republican Pennsylvania House","JOYCE, JOHN Republican Pennsylvania House 2021"
2420,H0PA14138,"MARX, WILLIAM A MR. III",DEM,PA,14,Challenger,House,Pennsylvania,Democrat,"MARX, WILLIAM A MR. III Democrat Pennsylvania House","MARX, WILLIAM A MR. III Democrat Pennsylvania House 2021"
2421,H8PA12069,"PRIGG, THOMAS LEE",DEM,PA,14,Challenger,House,Pennsylvania,Democrat,"PRIGG, THOMAS LEE Democrat Pennsylvania House","PRIGG, THOMAS LEE Democrat Pennsylvania House 2021"
2422,H8PA14065,"BOERIO, BIBIANA",DEM,PA,14,Challenger,House,Pennsylvania,Democrat,"BOERIO, BIBIANA Democrat Pennsylvania House","BOERIO, BIBIANA Democrat Pennsylvania House 2021"
2423,H8PA18157,"SOLOMON, ROBERT",DEM,PA,14,Open seat,House,Pennsylvania,Democrat,"SOLOMON, ROBERT Democrat Pennsylvania House","SOLOMON, ROBERT Democrat Pennsylvania House 2021"
2424,H8PA18199,"RESCHENTHALER, GUY MR.",REP,PA,14,Incumbent,House,Pennsylvania,Republican,"RESCHENTHALER, GUY MR. Republican Pennsylvania House","RESCHENTHALER, GUY MR. Republican Pennsylvania House 2021"
2425,H2PA15107,"EATON, J JACKSON",DEM,PA,15,Challenger,House,Pennsylvania,Democrat,"EATON, J JACKSON Democrat Pennsylvania House","EATON, J JACKSON Democrat Pennsylvania House 2021"
2426,H8PA09065,"BOSER, SUSAN",DEM,PA,15,Open seat,House,Pennsylvania,Democrat,"BOSER, SUSAN Democrat Pennsylvania House","BOSER, SUSAN Democrat Pennsylvania House 2021"
2427,H8PA15161,"LEINER, WILLIAM JR.",DEM,PA,15,Open seat,House,Pennsylvania,Democrat,"LEINER, WILLIAM JR. Democrat Pennsylvania House","LEINER, WILLIAM JR. Democrat Pennsylvania House 2021"
2428,H8PA05071,"THOMPSON, GLENN MR.",REP,PA,15,Incumbent,House,Pennsylvania,Republican,"THOMPSON, GLENN MR. Republican Pennsylvania House","THOMPSON, GLENN MR. Republican Pennsylvania House 2021"
2429,H8PA15195,"MACKENZIE, RYAN EDWARD",REP,PA,15,Open seat,House,Pennsylvania,Republican,"MACKENZIE, RYAN EDWARD Republican Pennsylvania House","MACKENZIE, RYAN EDWARD Republican Pennsylvania House 2021"
2430,H0PA16026,"SMITH, DANIEL B MR JR",DEM,PA,16,Challenger,House,Pennsylvania,Democrat,"SMITH, DANIEL B MR JR Democrat Pennsylvania House","SMITH, DANIEL B MR JR Democrat Pennsylvania House 2021"
2431,H0PA16034,"GNIBUS, KRISTY",DEM,PA,16,Challenger,House,Pennsylvania,Democrat,"GNIBUS, KRISTY Democrat Pennsylvania House","GNIBUS, KRISTY Democrat Pennsylvania House 2021"
2432,H4PA21069,"DINICOLA, RONALD A. MR.",DEM,PA,16,Challenger,House,Pennsylvania,Democrat,"DINICOLA, RONALD A. MR. Democrat Pennsylvania House","DINICOLA, RONALD A. MR. Democrat Pennsylvania House 2021"
2433,H8PA03126,"RIEGER, CHRIS",DEM,PA,16,Challenger,House,Pennsylvania,Democrat,"RIEGER, CHRIS Democrat Pennsylvania House","RIEGER, CHRIS Democrat Pennsylvania House 2021"
2434,H0PA03271,"KELLY, GEORGE J JR",REP,PA,16,Incumbent,House,Pennsylvania,Republican,"KELLY, GEORGE J JR Republican Pennsylvania House","KELLY, GEORGE J JR Republican Pennsylvania House 2021"
2435,H8PA12101,"LINSENMAYER, RAYMOND",DEM,PA,17,Challenger,House,Pennsylvania,Democrat,"LINSENMAYER, RAYMOND Democrat Pennsylvania House","LINSENMAYER, RAYMOND Democrat Pennsylvania House 2021"
2436,H8PA18181,"LAMB, CONOR",DEM,PA,17,Incumbent,House,Pennsylvania,Democrat,"LAMB, CONOR Democrat Pennsylvania House","LAMB, CONOR Democrat Pennsylvania House 2021"
2437,H0PA04220,"ROTHFUS, KEITH MR.",REP,PA,17,Incumbent,House,Pennsylvania,Republican,"ROTHFUS, KEITH MR. Republican Pennsylvania House","ROTHFUS, KEITH MR. Republican Pennsylvania House 2021"
2438,H0PA17099,"TIMKO, SCOTT RICHARD",REP,PA,17,Challenger,House,Pennsylvania,Republican,"TIMKO, SCOTT RICHARD Republican Pennsylvania House","TIMKO, SCOTT RICHARD Republican Pennsylvania House 2021"
2439,H0PA17107,"THOMSEN, BRIAN",REP,PA,17,Challenger,House,Pennsylvania,Republican,"THOMSEN, BRIAN Republican Pennsylvania House","THOMSEN, BRIAN Republican Pennsylvania House 2021"
2440,H0PA17115,"PARNELL, RICHARD SEAN",REP,PA,17,Challenger,House,Pennsylvania,Republican,"PARNELL, RICHARD SEAN Republican Pennsylvania House","PARNELL, RICHARD SEAN Republican Pennsylvania House 2021"
2441,H6PA17161,"GEISSINGER, GLENN A",REP,PA,17,Challenger,House,Pennsylvania,Republican,"GEISSINGER, GLENN A Republican Pennsylvania House","GEISSINGER, GLENN A Republican Pennsylvania House 2021"
2442,H0PA18097,"DICKINSON, GERALD",DEM,PA,18,Challenger,House,Pennsylvania,Democrat,"DICKINSON, GERALD Democrat Pennsylvania House","DICKINSON, GERALD Democrat Pennsylvania House 2021"
2443,H2PA14092,"BROOKS, JANIS C DR",DEM,PA,18,Challenger,House,Pennsylvania,Democrat,"BROOKS, JANIS C DR Democrat Pennsylvania House","BROOKS, JANIS C DR Democrat Pennsylvania House 2021"
2444,H4PA18131,"DOYLE, MICHAEL",DEM,PA,18,Incumbent,House,Pennsylvania,Democrat,"DOYLE, MICHAEL Democrat Pennsylvania House","DOYLE, MICHAEL Democrat Pennsylvania House 2021"
2445,H8PA18272,"BROOKS, JANIS C REV DR",DEM,PA,18,,House,Pennsylvania,Democrat,"BROOKS, JANIS C REV DR Democrat Pennsylvania House","BROOKS, JANIS C REV DR Democrat Pennsylvania House 2021"
2446,H0PA18113,"NEGRON, LUKE",REP,PA,18,Challenger,House,Pennsylvania,Republican,"NEGRON, LUKE Republican Pennsylvania House","NEGRON, LUKE Republican Pennsylvania House 2021"
2447,H0PR00051,"HERNANDEZ-MAYORAL, JOSE A",DEM,PR,0,Challenger,House,Puerto Rico,Democrat,"HERNANDEZ-MAYORAL, JOSE A Democrat Puerto Rico House","HERNANDEZ-MAYORAL, JOSE A Democrat Puerto Rico House 2021"
2448,H8PR00054,"ACEVEDO-VILA, ANIBAL",DEM,PR,0,Challenger,House,Puerto Rico,Democrat,"ACEVEDO-VILA, ANIBAL Democrat Puerto Rico House","ACEVEDO-VILA, ANIBAL Democrat Puerto Rico House 2021"
2449,H8PR00062,"PIERLUISI, PEDRO",DEM,PR,0,Incumbent,House,Puerto Rico,Democrat,"PIERLUISI, PEDRO Democrat Puerto Rico House","PIERLUISI, PEDRO Democrat Puerto Rico House 2021"
2450,H6PR00082,"GONZALEZ COLON, JENNIFFER",NPP,PR,0,Incumbent,House,Puerto Rico,Other,"GONZALEZ COLON, JENNIFFER Other Puerto Rico House","GONZALEZ COLON, JENNIFFER Other Puerto Rico House 2021"
2451,H0PR01059,"HENRIQUEZ, ADA NORAH ESQ",OTH,PR,0,Challenger,House,Puerto Rico,Other,"HENRIQUEZ, ADA NORAH ESQ Other Puerto Rico House","HENRIQUEZ, ADA NORAH ESQ Other Puerto Rico House 2021"
2452,H4PR00095,"VIVONI, MIGUEL HERNANDEZ",OTH,PR,0,Open seat,House,Puerto Rico,Other,"VIVONI, MIGUEL HERNANDEZ Other Puerto Rico House","VIVONI, MIGUEL HERNANDEZ Other Puerto Rico House 2021"
2453,H0PR01026,"ALBORS, JUAN CARLOS",UN,PR,0,Challenger,House,Puerto Rico,Other,"ALBORS, JUAN CARLOS Other Puerto Rico House","ALBORS, JUAN CARLOS Other Puerto Rico House 2021"
2454,H0PR01042,"JORDAN, ZAYIRA",UN,PR,0,Challenger,House,Puerto Rico,Other,"JORDAN, ZAYIRA Other Puerto Rico House","JORDAN, ZAYIRA Other Puerto Rico House 2021"
2455,H0RI01073,"CICILLINE, DAVID N",DEM,RI,1,Incumbent,House,Rhode Island,Democrat,"CICILLINE, DAVID N Democrat Rhode Island House","CICILLINE, DAVID N Democrat Rhode Island House 2021"
2456,H0RI01081,"LYNCH, WILLIAM J",DEM,RI,1,Open seat,House,Rhode Island,Democrat,"LYNCH, WILLIAM J Democrat Rhode Island House","LYNCH, WILLIAM J Democrat Rhode Island House 2021"
2457,H8RI01092,"WYSOCKI, FREDERICK",IND,RI,1,Challenger,House,Rhode Island,Independent,"WYSOCKI, FREDERICK Independent Rhode Island House","WYSOCKI, FREDERICK Independent Rhode Island House 2021"
2458,H0RI02139,"LANGEVIN, JAMES R HONORABLE",DEM,RI,2,Incumbent,House,Rhode Island,Democrat,"LANGEVIN, JAMES R HONORABLE Democrat Rhode Island House","LANGEVIN, JAMES R HONORABLE Democrat Rhode Island House 2021"
2459,H0RI02295,"CONLEY, DYLAN",DEM,RI,2,Challenger,House,Rhode Island,Democrat,"CONLEY, DYLAN Democrat Rhode Island House","CONLEY, DYLAN Democrat Rhode Island House 2021"
2460,H6RI02276,"ARCHER, STEVEN",DEM,RI,2,Challenger,House,Rhode Island,Democrat,"ARCHER, STEVEN Democrat Rhode Island House","ARCHER, STEVEN Democrat Rhode Island House 2021"
2461,H0RI02287,"LANCIA, BOB",REP,RI,2,Challenger,House,Rhode Island,Republican,"LANCIA, BOB Republican Rhode Island House","LANCIA, BOB Republican Rhode Island House 2021"
2462,H4SC01172,"COLBERT BUSCH, ELIZABETH",DEM,SC,1,Open seat,House,South Carolina,Democrat,"COLBERT BUSCH, ELIZABETH Democrat South Carolina House","COLBERT BUSCH, ELIZABETH Democrat South Carolina House 2021"
2463,H8SC01116,"CUNNINGHAM, JOE",DEM,SC,1,Incumbent,House,South Carolina,Democrat,"CUNNINGHAM, JOE Democrat South Carolina House","CUNNINGHAM, JOE Democrat South Carolina House 2021"
2464,H0SC01071,"BROWN, HENRY E. JR.",REP,SC,1,Incumbent,House,South Carolina,Republican,"BROWN, HENRY E. JR. Republican South Carolina House","BROWN, HENRY E. JR. Republican South Carolina House 2021"
2465,H0SC01360,"COVERT, MICHAEL",REP,SC,1,Challenger,House,South Carolina,Republican,"COVERT, MICHAEL Republican South Carolina House","COVERT, MICHAEL Republican South Carolina House 2021"
2466,H0SC01386,"LANDING, KATHERINE DUBEAU",REP,SC,1,Challenger,House,South Carolina,Republican,"LANDING, KATHERINE DUBEAU Republican South Carolina House","LANDING, KATHERINE DUBEAU Republican South Carolina House 2021"
2467,H0SC01394,"MACE, NANCY",REP,SC,1,Challenger,House,South Carolina,Republican,"MACE, NANCY Republican South Carolina House","MACE, NANCY Republican South Carolina House 2021"
2468,H0SC01402,"COX, CHRIS",REP,SC,1,Challenger,House,South Carolina,Republican,"COX, CHRIS Republican South Carolina House","COX, CHRIS Republican South Carolina House 2021"
2469,H0SC01410,"NORRIS, PHILLIP DWIGHT",REP,SC,1,Challenger,House,South Carolina,Republican,"NORRIS, PHILLIP DWIGHT Republican South Carolina House","NORRIS, PHILLIP DWIGHT Republican South Carolina House 2021"
2470,H0SC01428,"MOLE, BRAD",REP,SC,1,Challenger,House,South Carolina,Republican,"MOLE, BRAD Republican South Carolina House","MOLE, BRAD Republican South Carolina House 2021"
2471,H4SC01073,"SANFORD, MARSHALL C. HON.",REP,SC,1,Incumbent,House,South Carolina,Republican,"SANFORD, MARSHALL C. HON. Republican South Carolina House","SANFORD, MARSHALL C. HON. Republican South Carolina House 2021"
2472,H6SC01151,"HORNE, JENNY A",REP,SC,1,Challenger,House,South Carolina,Republican,"HORNE, JENNY A Republican South Carolina House","HORNE, JENNY A Republican South Carolina House 2021"
2473,H8SC01124,"ARRINGTON, KATHERINE ELIZABETH",REP,SC,1,Challenger,House,South Carolina,Republican,"ARRINGTON, KATHERINE ELIZABETH Republican South Carolina House","ARRINGTON, KATHERINE ELIZABETH Republican South Carolina House 2021"
2474,H0SC02061,"BOROUGHS, ADAIR FORD",DEM,SC,2,Challenger,House,South Carolina,Democrat,"BOROUGHS, ADAIR FORD Democrat South Carolina House","BOROUGHS, ADAIR FORD Democrat South Carolina House 2021"
2475,H0SC02079,"NATHANIEL, LAWRENCE D",DEM,SC,2,Challenger,House,South Carolina,Democrat,"NATHANIEL, LAWRENCE D Democrat South Carolina House","NATHANIEL, LAWRENCE D Democrat South Carolina House 2021"
2476,H0SC02087,"SINHA, VIRESH M",DEM,SC,2,Challenger,House,South Carolina,Democrat,"SINHA, VIRESH M Democrat South Carolina House","SINHA, VIRESH M Democrat South Carolina House 2021"
2477,H8SC02106,"CARRIGAN, SEAN J MR.",DEM,SC,2,Challenger,House,South Carolina,Democrat,"CARRIGAN, SEAN J MR. Democrat South Carolina House","CARRIGAN, SEAN J MR. Democrat South Carolina House 2021"
2478,H8SC02114,"ROBERTSON, ANNABELLE",DEM,SC,2,Challenger,House,South Carolina,Democrat,"ROBERTSON, ANNABELLE Democrat South Carolina House","ROBERTSON, ANNABELLE Democrat South Carolina House 2021"
2479,H2SC02059,"WILSON, JOE THE HON.",REP,SC,2,Incumbent,House,South Carolina,Republican,"WILSON, JOE THE HON. Republican South Carolina House","WILSON, JOE THE HON. Republican South Carolina House 2021"
2480,H0SC03150,"WELCH, MARK DILLING MR.",DEM,SC,3,Challenger,House,South Carolina,Democrat,"WELCH, MARK DILLING MR. Democrat South Carolina House","WELCH, MARK DILLING MR. Democrat South Carolina House 2021"
2481,H4SC03111,"CLEVELAND, HOSEA N",DEM,SC,3,Challenger,House,South Carolina,Democrat,"CLEVELAND, HOSEA N Democrat South Carolina House","CLEVELAND, HOSEA N Democrat South Carolina House 2021"
2482,H8SC03070,"GEREN, MARY SMITH",DEM,SC,3,Challenger,House,South Carolina,Democrat,"GEREN, MARY SMITH Democrat South Carolina House","GEREN, MARY SMITH Democrat South Carolina House 2021"
2483,H0SC03077,"DUNCAN, JEFFREY D MR.",REP,SC,3,Incumbent,House,South Carolina,Republican,"DUNCAN, JEFFREY D MR. Republican South Carolina House","DUNCAN, JEFFREY D MR. Republican South Carolina House 2021"
2484,H0SC04281,"NELSON, KIMBERLY",DEM,SC,4,Challenger,House,South Carolina,Democrat,"NELSON, KIMBERLY Democrat South Carolina House","NELSON, KIMBERLY Democrat South Carolina House 2021"
2485,H8SC04300,"BROWN, BRANDON PENDARVIS",DEM,SC,4,Open seat,House,South Carolina,Democrat,"BROWN, BRANDON PENDARVIS Democrat South Carolina House","BROWN, BRANDON PENDARVIS Democrat South Carolina House 2021"
2486,H0SC04240,"SMART, ANDREW THOMAS",REP,SC,4,Challenger,House,South Carolina,Republican,"SMART, ANDREW THOMAS Republican South Carolina House","SMART, ANDREW THOMAS Republican South Carolina House 2021"
2487,H0SC04257,"GOWDY, TREY",REP,SC,4,Incumbent,House,South Carolina,Republican,"GOWDY, TREY Republican South Carolina House","GOWDY, TREY Republican South Carolina House 2021"
2488,H8SC04250,"TIMMONS, WILLIAM R IV",REP,SC,4,Incumbent,House,South Carolina,Republican,"TIMMONS, WILLIAM R IV Republican South Carolina House","TIMMONS, WILLIAM R IV Republican South Carolina House 2021"
2489,H8SC04276,"HAMILTON, DANIEL KELLER WIL",REP,SC,4,Open seat,House,South Carolina,Republican,"HAMILTON, DANIEL KELLER WIL Republican South Carolina House","HAMILTON, DANIEL KELLER WIL Republican South Carolina House 2021"
2490,H8SC04342,"BRIGHT, LEE",REP,SC,4,Open seat,House,South Carolina,Republican,"BRIGHT, LEE Republican South Carolina House","BRIGHT, LEE Republican South Carolina House 2021"
2491,H8SC04367,"SANDERS, JUSTIN DAVID MR.",REP,SC,4,Open seat,House,South Carolina,Republican,"SANDERS, JUSTIN DAVID MR. Republican South Carolina House","SANDERS, JUSTIN DAVID MR. Republican South Carolina House 2021"
2492,H8SC04375,"BROWN, STEPHEN H MR",REP,SC,4,Open seat,House,South Carolina,Republican,"BROWN, STEPHEN H MR Republican South Carolina House","BROWN, STEPHEN H MR Republican South Carolina House 2021"
2493,H0SC05049,"MAMMADOV, RAMIN",DEM,SC,5,Challenger,House,South Carolina,Democrat,"MAMMADOV, RAMIN Democrat South Carolina House","MAMMADOV, RAMIN Democrat South Carolina House 2021"
2494,H0SC05056,"BROWN, MAURICUS",DEM,SC,5,Challenger,House,South Carolina,Democrat,"BROWN, MAURICUS Democrat South Carolina House","BROWN, MAURICUS Democrat South Carolina House 2021"
2495,H2SC05052,"SPRATT, JOHN MCKEE JR HON",DEM,SC,5,Incumbent,House,South Carolina,Democrat,"SPRATT, JOHN MCKEE JR HON Democrat South Carolina House","SPRATT, JOHN MCKEE JR HON Democrat South Carolina House 2021"
